unit_number,unit_price,total_price,win,discount_rate,unit_margin,unit_sold_number,total_margin
14 ,22256 ,311585 ,0 ,0.10976 ,7256 ,0 ,0 
21 ,17664 ,370946 ,1 ,0.29344 ,2664 ,21 ,55944 
28 ,20694 ,579439 ,0 ,0.17224 ,5694 ,0 ,0 
14 ,17762 ,248674 ,1 ,0.28952 ,2762 ,14 ,38668 
11 ,17377 ,191149 ,0 ,0.30492 ,2377 ,0 ,0 
13 ,17789 ,231262 ,1 ,0.28844 ,2789 ,13 ,36257 
28 ,16813 ,470762 ,1 ,0.32748 ,1813 ,28 ,50764 
15 ,17159 ,257384 ,0 ,0.31364 ,2159 ,0 ,0 
38 ,19903 ,756301 ,0 ,0.20388 ,4903 ,0 ,0 
35 ,20205 ,707178 ,0 ,0.19180 ,5205 ,0 ,0 
25 ,15699 ,392480 ,1 ,0.37204 ,699 ,25 ,17475 
22 ,22159 ,487495 ,0 ,0.11364 ,7159 ,0 ,0 
10 ,17786 ,177863 ,0 ,0.28856 ,2786 ,0 ,0 
24 ,22023 ,528551 ,0 ,0.11908 ,7023 ,0 ,0 
25 ,15823 ,395565 ,1 ,0.36708 ,823 ,25 ,20575 
13 ,22402 ,291223 ,0 ,0.10392 ,7402 ,0 ,0 
31 ,17304 ,536432 ,0 ,0.30784 ,2304 ,0 ,0 
17 ,16446 ,279576 ,1 ,0.34216 ,1446 ,17 ,24582 
10 ,17125 ,171251 ,1 ,0.31500 ,2125 ,10 ,21250 
20 ,19115 ,382306 ,1 ,0.23540 ,4115 ,20 ,82300 
14 ,18974 ,265631 ,0 ,0.24104 ,3974 ,0 ,0 
27 ,15729 ,424685 ,1 ,0.37084 ,729 ,27 ,19683 
14 ,15892 ,222482 ,1 ,0.36432 ,892 ,14 ,12488 
10 ,17220 ,172201 ,1 ,0.31120 ,2220 ,10 ,22200 
10 ,16456 ,164558 ,1 ,0.34176 ,1456 ,10 ,14560 
25 ,19962 ,499055 ,0 ,0.20152 ,4962 ,0 ,0 
16 ,20005 ,320087 ,0 ,0.19980 ,5005 ,0 ,0 
20 ,21453 ,429061 ,0 ,0.14188 ,6453 ,0 ,0 
11 ,19374 ,213111 ,1 ,0.22504 ,4374 ,11 ,48114 
15 ,21162 ,317430 ,0 ,0.15352 ,6162 ,0 ,0 
14 ,22087 ,309222 ,0 ,0.11652 ,7087 ,0 ,0 
10 ,20406 ,204063 ,0 ,0.18376 ,5406 ,0 ,0 
16 ,15572 ,249150 ,1 ,0.37712 ,572 ,16 ,9152 
18 ,19916 ,358484 ,0 ,0.20336 ,4916 ,0 ,0 
11 ,21126 ,232385 ,0 ,0.15496 ,6126 ,0 ,0 
14 ,21548 ,301670 ,0 ,0.13808 ,6548 ,0 ,0 
11 ,21159 ,232745 ,0 ,0.15364 ,6159 ,0 ,0 
19 ,19990 ,379802 ,0 ,0.20040 ,4990 ,0 ,0 
10 ,20569 ,205690 ,0 ,0.17724 ,5569 ,0 ,0 
23 ,22492 ,517325 ,0 ,0.10032 ,7492 ,0 ,0 
18 ,19429 ,349721 ,1 ,0.22284 ,4429 ,18 ,79722 
33 ,17187 ,567161 ,1 ,0.31252 ,2187 ,33 ,72171 
25 ,19187 ,479672 ,0 ,0.23252 ,4187 ,0 ,0 
19 ,18274 ,347205 ,1 ,0.26904 ,3274 ,19 ,62206 
21 ,16688 ,350451 ,1 ,0.33248 ,1688 ,21 ,35448 
25 ,17314 ,432838 ,0 ,0.30744 ,2314 ,0 ,0 
14 ,20323 ,284518 ,0 ,0.18708 ,5323 ,0 ,0 
25 ,20119 ,502963 ,0 ,0.19524 ,5119 ,0 ,0 
20 ,22410 ,448204 ,0 ,0.10360 ,7410 ,0 ,0 
23 ,19256 ,442893 ,0 ,0.22976 ,4256 ,0 ,0 
26 ,16141 ,419657 ,0 ,0.35436 ,1141 ,0 ,0 
33 ,17925 ,591537 ,0 ,0.28300 ,2925 ,0 ,0 
10 ,16698 ,166980 ,0 ,0.33208 ,1698 ,0 ,0 
15 ,17151 ,257265 ,1 ,0.31396 ,2151 ,15 ,32265 
43 ,18774 ,807263 ,1 ,0.24904 ,3774 ,43 ,162282 
30 ,22483 ,674477 ,0 ,0.10068 ,7483 ,0 ,0 
27 ,16101 ,434720 ,0 ,0.35596 ,1101 ,0 ,0 
35 ,16703 ,584600 ,1 ,0.33188 ,1703 ,35 ,59605 
19 ,20519 ,389855 ,1 ,0.17924 ,5519 ,19 ,104861 
17 ,20641 ,350890 ,0 ,0.17436 ,5641 ,0 ,0 
20 ,15942 ,318837 ,1 ,0.36232 ,942 ,20 ,18840 
32 ,20619 ,659806 ,0 ,0.17524 ,5619 ,0 ,0 
13 ,21874 ,284361 ,0 ,0.12504 ,6874 ,0 ,0 
17 ,22033 ,374554 ,0 ,0.11868 ,7033 ,0 ,0 
10 ,18613 ,186130 ,0 ,0.25548 ,3613 ,0 ,0 
23 ,19751 ,454272 ,1 ,0.20996 ,4751 ,23 ,109273 
15 ,16264 ,243960 ,1 ,0.34944 ,1264 ,15 ,18960 
21 ,21448 ,450416 ,0 ,0.14208 ,6448 ,0 ,0 
24 ,17587 ,422076 ,1 ,0.29652 ,2587 ,24 ,62088 
21 ,17509 ,367696 ,1 ,0.29964 ,2509 ,21 ,52689 
13 ,16966 ,220556 ,1 ,0.32136 ,1966 ,13 ,25558 
11 ,15573 ,171299 ,0 ,0.37708 ,573 ,0 ,0 
19 ,16271 ,309152 ,1 ,0.34916 ,1271 ,19 ,24149 
16 ,18103 ,289642 ,0 ,0.27588 ,3103 ,0 ,0 
19 ,18029 ,342560 ,0 ,0.27884 ,3029 ,0 ,0 
30 ,21504 ,645132 ,0 ,0.13984 ,6504 ,0 ,0 
19 ,16277 ,309271 ,0 ,0.34892 ,1277 ,0 ,0 
16 ,16847 ,269551 ,1 ,0.32612 ,1847 ,16 ,29552 
31 ,16601 ,514640 ,1 ,0.33596 ,1601 ,31 ,49631 
33 ,19147 ,631843 ,0 ,0.23412 ,4147 ,0 ,0 
23 ,16888 ,388434 ,1 ,0.32448 ,1888 ,23 ,43424 
12 ,21297 ,255568 ,0 ,0.14812 ,6297 ,0 ,0 
38 ,21206 ,805837 ,0 ,0.15176 ,6206 ,0 ,0 
28 ,18893 ,529010 ,0 ,0.24428 ,3893 ,0 ,0 
29 ,21421 ,621204 ,0 ,0.14316 ,6421 ,0 ,0 
37 ,19411 ,718210 ,0 ,0.22356 ,4411 ,0 ,0 
15 ,19948 ,299224 ,1 ,0.20208 ,4948 ,15 ,74220 
17 ,20959 ,356303 ,0 ,0.16164 ,5959 ,0 ,0 
10 ,18223 ,182233 ,1 ,0.27108 ,3223 ,10 ,32230 
17 ,21831 ,371124 ,0 ,0.12676 ,6831 ,0 ,0 
11 ,16063 ,176688 ,1 ,0.35748 ,1063 ,11 ,11693 
22 ,20967 ,461275 ,0 ,0.16132 ,5967 ,0 ,0 
11 ,20962 ,230582 ,0 ,0.16152 ,5962 ,0 ,0 
16 ,16688 ,267015 ,1 ,0.33248 ,1688 ,16 ,27008 
17 ,19376 ,329393 ,1 ,0.22496 ,4376 ,17 ,74392 
31 ,15048 ,466496 ,0 ,0.39808 ,48 ,0 ,0 
23 ,20791 ,478183 ,0 ,0.16836 ,5791 ,0 ,0 
27 ,19658 ,530754 ,0 ,0.21368 ,4658 ,0 ,0 
10 ,19074 ,190739 ,0 ,0.23704 ,4074 ,0 ,0 
26 ,22345 ,580983 ,0 ,0.10620 ,7345 ,0 ,0 
17 ,15317 ,260382 ,1 ,0.38732 ,317 ,17 ,5389 
25 ,20484 ,512099 ,0 ,0.18064 ,5484 ,0 ,0 
14 ,20203 ,282837 ,0 ,0.19188 ,5203 ,0 ,0 
35 ,21468 ,751374 ,0 ,0.14128 ,6468 ,0 ,0 
16 ,20044 ,320707 ,0 ,0.19824 ,5044 ,0 ,0 
11 ,18504 ,203546 ,0 ,0.25984 ,3504 ,0 ,0 
12 ,18315 ,219781 ,1 ,0.26740 ,3315 ,12 ,39780 
21 ,15952 ,334985 ,1 ,0.36192 ,952 ,21 ,19992 
19 ,16652 ,316380 ,1 ,0.33392 ,1652 ,19 ,31388 
14 ,17649 ,247089 ,0 ,0.29404 ,2649 ,0 ,0 
24 ,18784 ,450807 ,0 ,0.24864 ,3784 ,0 ,0 
25 ,15429 ,385716 ,1 ,0.38284 ,429 ,25 ,10725 
24 ,16278 ,390678 ,1 ,0.34888 ,1278 ,24 ,30672 
20 ,18014 ,360282 ,0 ,0.27944 ,3014 ,0 ,0 
11 ,15584 ,171427 ,1 ,0.37664 ,584 ,11 ,6424 
28 ,20462 ,572933 ,1 ,0.18152 ,5462 ,28 ,152936 
14 ,16287 ,228019 ,1 ,0.34852 ,1287 ,14 ,18018 
10 ,18728 ,187278 ,0 ,0.25088 ,3728 ,0 ,0 
14 ,17248 ,241466 ,1 ,0.31008 ,2248 ,14 ,31472 
17 ,16076 ,273284 ,1 ,0.35696 ,1076 ,17 ,18292 
18 ,18221 ,327972 ,0 ,0.27116 ,3221 ,0 ,0 
13 ,15269 ,198503 ,1 ,0.38924 ,269 ,13 ,3497 
19 ,15022 ,285414 ,1 ,0.39912 ,22 ,19 ,418 
13 ,17922 ,232987 ,1 ,0.28312 ,2922 ,13 ,37986 
22 ,21933 ,482518 ,0 ,0.12268 ,6933 ,0 ,0 
29 ,22479 ,651900 ,0 ,0.10084 ,7479 ,0 ,0 
16 ,17803 ,284851 ,1 ,0.28788 ,2803 ,16 ,44848 
19 ,18825 ,357671 ,0 ,0.24700 ,3825 ,0 ,0 
15 ,17630 ,264444 ,1 ,0.29480 ,2630 ,15 ,39450 
24 ,19081 ,457940 ,0 ,0.23676 ,4081 ,0 ,0 
33 ,21835 ,720551 ,0 ,0.12660 ,6835 ,0 ,0 
29 ,18420 ,534184 ,1 ,0.26320 ,3420 ,29 ,99180 
31 ,19669 ,609733 ,0 ,0.21324 ,4669 ,0 ,0 
12 ,19733 ,236795 ,0 ,0.21068 ,4733 ,0 ,0 
12 ,18345 ,220139 ,0 ,0.26620 ,3345 ,0 ,0 
11 ,16237 ,178605 ,1 ,0.35052 ,1237 ,11 ,13607 
15 ,17518 ,262773 ,1 ,0.29928 ,2518 ,15 ,37770 
19 ,20813 ,395448 ,0 ,0.16748 ,5813 ,0 ,0 
13 ,19089 ,248154 ,0 ,0.23644 ,4089 ,0 ,0 
11 ,17006 ,187065 ,1 ,0.31976 ,2006 ,11 ,22066 
24 ,20534 ,492815 ,0 ,0.17864 ,5534 ,0 ,0 
10 ,21324 ,213236 ,0 ,0.14704 ,6324 ,0 ,0 
18 ,20856 ,375403 ,0 ,0.16576 ,5856 ,0 ,0 
25 ,19187 ,479685 ,0 ,0.23252 ,4187 ,0 ,0 
11 ,20557 ,226130 ,1 ,0.17772 ,5557 ,11 ,61127 
11 ,16730 ,184035 ,0 ,0.33080 ,1730 ,0 ,0 
25 ,16153 ,403813 ,1 ,0.35388 ,1153 ,25 ,28825 
12 ,17152 ,205819 ,0 ,0.31392 ,2152 ,0 ,0 
11 ,19179 ,210974 ,1 ,0.23284 ,4179 ,11 ,45969 
27 ,16038 ,433015 ,1 ,0.35848 ,1038 ,27 ,28026 
34 ,15266 ,519042 ,1 ,0.38936 ,266 ,34 ,9044 
12 ,18912 ,226940 ,0 ,0.24352 ,3912 ,0 ,0 
20 ,18936 ,378719 ,0 ,0.24256 ,3936 ,0 ,0 
18 ,15784 ,284110 ,0 ,0.36864 ,784 ,0 ,0 
43 ,16124 ,693344 ,0 ,0.35504 ,1124 ,0 ,0 
32 ,18807 ,601826 ,0 ,0.24772 ,3807 ,0 ,0 
13 ,22108 ,287407 ,0 ,0.11568 ,7108 ,0 ,0 
22 ,19598 ,431147 ,0 ,0.21608 ,4598 ,0 ,0 
41 ,22384 ,917747 ,0 ,0.10464 ,7384 ,0 ,0 
12 ,18154 ,217850 ,1 ,0.27384 ,3154 ,12 ,37848 
10 ,16222 ,162220 ,1 ,0.35112 ,1222 ,10 ,12220 
27 ,19994 ,539841 ,1 ,0.20024 ,4994 ,27 ,134838 
13 ,20057 ,260736 ,0 ,0.19772 ,5057 ,0 ,0 
29 ,19542 ,566718 ,0 ,0.21832 ,4542 ,0 ,0 
31 ,22398 ,694327 ,0 ,0.10408 ,7398 ,0 ,0 
19 ,19522 ,370910 ,1 ,0.21912 ,4522 ,19 ,85918 
10 ,21052 ,210520 ,0 ,0.15792 ,6052 ,0 ,0 
14 ,16327 ,228575 ,1 ,0.34692 ,1327 ,14 ,18578 
20 ,20059 ,401186 ,0 ,0.19764 ,5059 ,0 ,0 
26 ,18281 ,475311 ,1 ,0.26876 ,3281 ,26 ,85306 
14 ,21719 ,304067 ,0 ,0.13124 ,6719 ,0 ,0 
33 ,17033 ,562098 ,1 ,0.31868 ,2033 ,33 ,67089 
18 ,16019 ,288338 ,1 ,0.35924 ,1019 ,18 ,18342 
19 ,17395 ,330499 ,0 ,0.30420 ,2395 ,0 ,0 
10 ,16141 ,161408 ,1 ,0.35436 ,1141 ,10 ,11410 
12 ,18725 ,224703 ,1 ,0.25100 ,3725 ,12 ,44700 
11 ,15898 ,174876 ,1 ,0.36408 ,898 ,11 ,9878 
18 ,18698 ,336572 ,0 ,0.25208 ,3698 ,0 ,0 
13 ,15583 ,202573 ,1 ,0.37668 ,583 ,13 ,7579 
48 ,20853 ,1000943 ,0 ,0.16588 ,5853 ,0 ,0 
12 ,16786 ,201426 ,1 ,0.32856 ,1786 ,12 ,21432 
18 ,16686 ,300348 ,0 ,0.33256 ,1686 ,0 ,0 
28 ,17687 ,495248 ,0 ,0.29252 ,2687 ,0 ,0 
23 ,19729 ,453760 ,0 ,0.21084 ,4729 ,0 ,0 
13 ,15457 ,200943 ,1 ,0.38172 ,457 ,13 ,5941 
28 ,16592 ,464565 ,0 ,0.33632 ,1592 ,0 ,0 
14 ,17873 ,250226 ,0 ,0.28508 ,2873 ,0 ,0 
15 ,22271 ,334070 ,0 ,0.10916 ,7271 ,0 ,0 
14 ,15272 ,213813 ,1 ,0.38912 ,272 ,14 ,3808 
35 ,17900 ,626505 ,0 ,0.28400 ,2900 ,0 ,0 
11 ,20633 ,226967 ,0 ,0.17468 ,5633 ,0 ,0 
43 ,16727 ,719251 ,1 ,0.33092 ,1727 ,43 ,74261 
12 ,20614 ,247372 ,0 ,0.17544 ,5614 ,0 ,0 
16 ,18703 ,299245 ,1 ,0.25188 ,3703 ,16 ,59248 
14 ,20524 ,287343 ,0 ,0.17904 ,5524 ,0 ,0 
25 ,16102 ,402557 ,0 ,0.35592 ,1102 ,0 ,0 
26 ,18261 ,474785 ,0 ,0.26956 ,3261 ,0 ,0 
24 ,20605 ,494525 ,0 ,0.17580 ,5605 ,0 ,0 
18 ,16017 ,288304 ,1 ,0.35932 ,1017 ,18 ,18306 
17 ,15198 ,258366 ,1 ,0.39208 ,198 ,17 ,3366 
14 ,21519 ,301261 ,1 ,0.13924 ,6519 ,14 ,91266 
14 ,22117 ,309638 ,0 ,0.11532 ,7117 ,0 ,0 
44 ,21091 ,928020 ,0 ,0.15636 ,6091 ,0 ,0 
28 ,19689 ,551279 ,0 ,0.21244 ,4689 ,0 ,0 
35 ,22359 ,782555 ,0 ,0.10564 ,7359 ,0 ,0 
33 ,20160 ,665266 ,0 ,0.19360 ,5160 ,0 ,0 
15 ,20919 ,313790 ,0 ,0.16324 ,5919 ,0 ,0 
34 ,21245 ,722346 ,0 ,0.15020 ,6245 ,0 ,0 
11 ,21082 ,231904 ,0 ,0.15672 ,6082 ,0 ,0 
14 ,22076 ,309062 ,0 ,0.11696 ,7076 ,0 ,0 
15 ,17314 ,259715 ,0 ,0.30744 ,2314 ,0 ,0 
22 ,18254 ,401578 ,0 ,0.26984 ,3254 ,0 ,0 
25 ,18324 ,458089 ,0 ,0.26704 ,3324 ,0 ,0 
33 ,22459 ,741147 ,0 ,0.10164 ,7459 ,0 ,0 
34 ,17968 ,610907 ,1 ,0.28128 ,2968 ,34 ,100912 
27 ,17060 ,460628 ,0 ,0.31760 ,2060 ,0 ,0 
44 ,16283 ,716469 ,0 ,0.34868 ,1283 ,0 ,0 
22 ,17524 ,385528 ,1 ,0.29904 ,2524 ,22 ,55528 
10 ,19833 ,198333 ,0 ,0.20668 ,4833 ,0 ,0 
11 ,17136 ,188494 ,0 ,0.31456 ,2136 ,0 ,0 
18 ,16357 ,294431 ,1 ,0.34572 ,1357 ,18 ,24426 
16 ,19932 ,318909 ,0 ,0.20272 ,4932 ,0 ,0 
12 ,19231 ,230769 ,0 ,0.23076 ,4231 ,0 ,0 
14 ,20059 ,280829 ,1 ,0.19764 ,5059 ,14 ,70826 
13 ,19111 ,248445 ,0 ,0.23556 ,4111 ,0 ,0 
23 ,21627 ,497432 ,0 ,0.13492 ,6627 ,0 ,0 
16 ,19071 ,305140 ,0 ,0.23716 ,4071 ,0 ,0 
11 ,17157 ,188723 ,0 ,0.31372 ,2157 ,0 ,0 
13 ,20213 ,262770 ,0 ,0.19148 ,5213 ,0 ,0 
26 ,17429 ,453162 ,1 ,0.30284 ,2429 ,26 ,63154 
11 ,18985 ,208834 ,0 ,0.24060 ,3985 ,0 ,0 
32 ,20472 ,655106 ,0 ,0.18112 ,5472 ,0 ,0 
30 ,20880 ,626414 ,0 ,0.16480 ,5880 ,0 ,0 
24 ,21289 ,510946 ,0 ,0.14844 ,6289 ,0 ,0 
40 ,19072 ,762871 ,1 ,0.23712 ,4072 ,40 ,162880 
12 ,20343 ,244111 ,0 ,0.18628 ,5343 ,0 ,0 
18 ,15979 ,287614 ,0 ,0.36084 ,979 ,0 ,0 
16 ,18298 ,292772 ,1 ,0.26808 ,3298 ,16 ,52768 
16 ,20819 ,333100 ,0 ,0.16724 ,5819 ,0 ,0 
15 ,17978 ,269675 ,0 ,0.28088 ,2978 ,0 ,0 
12 ,22343 ,268116 ,0 ,0.10628 ,7343 ,0 ,0 
20 ,19744 ,394885 ,0 ,0.21024 ,4744 ,0 ,0 
17 ,19877 ,337916 ,0 ,0.20492 ,4877 ,0 ,0 
11 ,20239 ,222629 ,0 ,0.19044 ,5239 ,0 ,0 
12 ,21782 ,261387 ,0 ,0.12872 ,6782 ,0 ,0 
21 ,22058 ,463214 ,0 ,0.11768 ,7058 ,0 ,0 
29 ,15913 ,461475 ,1 ,0.36348 ,913 ,29 ,26477 
34 ,16636 ,565621 ,0 ,0.33456 ,1636 ,0 ,0 
19 ,15832 ,300800 ,0 ,0.36672 ,832 ,0 ,0 
19 ,19132 ,363511 ,0 ,0.23472 ,4132 ,0 ,0 
17 ,16870 ,286792 ,1 ,0.32520 ,1870 ,17 ,31790 
10 ,15738 ,157383 ,1 ,0.37048 ,738 ,10 ,7380 
32 ,21777 ,696877 ,1 ,0.12892 ,6777 ,32 ,216864 
36 ,17821 ,641554 ,0 ,0.28716 ,2821 ,0 ,0 
14 ,16659 ,233222 ,0 ,0.33364 ,1659 ,0 ,0 
27 ,19436 ,524759 ,0 ,0.22256 ,4436 ,0 ,0 
18 ,18163 ,326935 ,1 ,0.27348 ,3163 ,18 ,56934 
20 ,20028 ,400550 ,0 ,0.19888 ,5028 ,0 ,0 
17 ,17642 ,299907 ,1 ,0.29432 ,2642 ,17 ,44914 
26 ,16073 ,417906 ,1 ,0.35708 ,1073 ,26 ,27898 
20 ,17476 ,349527 ,0 ,0.30096 ,2476 ,0 ,0 
12 ,16246 ,194955 ,1 ,0.35016 ,1246 ,12 ,14952 
10 ,21185 ,211852 ,0 ,0.15260 ,6185 ,0 ,0 
23 ,15765 ,362598 ,0 ,0.36940 ,765 ,0 ,0 
23 ,15525 ,357078 ,1 ,0.37900 ,525 ,23 ,12075 
29 ,19537 ,566564 ,0 ,0.21852 ,4537 ,0 ,0 
21 ,17657 ,370807 ,0 ,0.29372 ,2657 ,0 ,0 
14 ,19631 ,274834 ,0 ,0.21476 ,4631 ,0 ,0 
10 ,21369 ,213689 ,1 ,0.14524 ,6369 ,10 ,63690 
17 ,19447 ,330602 ,1 ,0.22212 ,4447 ,17 ,75599 
14 ,16055 ,224764 ,1 ,0.35780 ,1055 ,14 ,14770 
16 ,19571 ,313144 ,0 ,0.21716 ,4571 ,0 ,0 
11 ,21147 ,232620 ,0 ,0.15412 ,6147 ,0 ,0 
28 ,21314 ,596787 ,0 ,0.14744 ,6314 ,0 ,0 
26 ,20532 ,533838 ,0 ,0.17872 ,5532 ,0 ,0 
25 ,17838 ,445962 ,1 ,0.28648 ,2838 ,25 ,70950 
14 ,20754 ,290549 ,0 ,0.16984 ,5754 ,0 ,0 
18 ,21757 ,391629 ,0 ,0.12972 ,6757 ,0 ,0 
11 ,17632 ,193953 ,1 ,0.29472 ,2632 ,11 ,28952 
33 ,16306 ,538101 ,1 ,0.34776 ,1306 ,33 ,43098 
12 ,17454 ,209444 ,1 ,0.30184 ,2454 ,12 ,29448 
10 ,15384 ,153843 ,1 ,0.38464 ,384 ,10 ,3840 
10 ,18529 ,185289 ,0 ,0.25884 ,3529 ,0 ,0 
24 ,17391 ,417382 ,1 ,0.30436 ,2391 ,24 ,57384 
28 ,17036 ,477002 ,1 ,0.31856 ,2036 ,28 ,57008 
36 ,18304 ,658939 ,0 ,0.26784 ,3304 ,0 ,0 
10 ,19889 ,198886 ,0 ,0.20444 ,4889 ,0 ,0 
35 ,15403 ,539097 ,1 ,0.38388 ,403 ,35 ,14105 
20 ,22335 ,446696 ,0 ,0.10660 ,7335 ,0 ,0 
12 ,15548 ,186573 ,0 ,0.37808 ,548 ,0 ,0 
32 ,16257 ,520238 ,0 ,0.34972 ,1257 ,0 ,0 
19 ,19576 ,371953 ,1 ,0.21696 ,4576 ,19 ,86944 
10 ,15431 ,154313 ,1 ,0.38276 ,431 ,10 ,4310 
11 ,19133 ,210467 ,1 ,0.23468 ,4133 ,11 ,45463 
13 ,17103 ,222344 ,0 ,0.31588 ,2103 ,0 ,0 
14 ,17442 ,244191 ,1 ,0.30232 ,2442 ,14 ,34188 
22 ,20484 ,450638 ,1 ,0.18064 ,5484 ,22 ,120648 
10 ,15926 ,159261 ,1 ,0.36296 ,926 ,10 ,9260 
17 ,17056 ,289960 ,1 ,0.31776 ,2056 ,17 ,34952 
20 ,21120 ,422401 ,0 ,0.15520 ,6120 ,0 ,0 
19 ,19639 ,373140 ,0 ,0.21444 ,4639 ,0 ,0 
19 ,15359 ,291815 ,1 ,0.38564 ,359 ,19 ,6821 
31 ,22080 ,684466 ,0 ,0.11680 ,7080 ,0 ,0 
28 ,19142 ,535970 ,0 ,0.23432 ,4142 ,0 ,0 
10 ,16683 ,166828 ,0 ,0.33268 ,1683 ,0 ,0 
16 ,16897 ,270348 ,0 ,0.32412 ,1897 ,0 ,0 
12 ,20343 ,244116 ,0 ,0.18628 ,5343 ,0 ,0 
14 ,21504 ,301063 ,0 ,0.13984 ,6504 ,0 ,0 
10 ,18131 ,181307 ,0 ,0.27476 ,3131 ,0 ,0 
14 ,15498 ,216973 ,0 ,0.38008 ,498 ,0 ,0 
32 ,17152 ,548851 ,1 ,0.31392 ,2152 ,32 ,68864 
15 ,18858 ,282875 ,0 ,0.24568 ,3858 ,0 ,0 
10 ,18383 ,183826 ,0 ,0.26468 ,3383 ,0 ,0 
12 ,16129 ,193544 ,1 ,0.35484 ,1129 ,12 ,13548 
10 ,15788 ,157879 ,1 ,0.36848 ,788 ,10 ,7880 
20 ,20709 ,414184 ,0 ,0.17164 ,5709 ,0 ,0 
21 ,17607 ,369756 ,1 ,0.29572 ,2607 ,21 ,54747 
30 ,16724 ,501708 ,1 ,0.33104 ,1724 ,30 ,51720 
25 ,17094 ,427345 ,1 ,0.31624 ,2094 ,25 ,52350 
14 ,16737 ,234314 ,0 ,0.33052 ,1737 ,0 ,0 
17 ,15148 ,257524 ,1 ,0.39408 ,148 ,17 ,2516 
13 ,22472 ,292134 ,0 ,0.10112 ,7472 ,0 ,0 
13 ,18183 ,236378 ,0 ,0.27268 ,3183 ,0 ,0 
26 ,21389 ,556102 ,0 ,0.14444 ,6389 ,0 ,0 
29 ,15436 ,447647 ,1 ,0.38256 ,436 ,29 ,12644 
25 ,19197 ,479918 ,0 ,0.23212 ,4197 ,0 ,0 
14 ,21450 ,300301 ,0 ,0.14200 ,6450 ,0 ,0 
15 ,22263 ,333939 ,0 ,0.10948 ,7263 ,0 ,0 
12 ,16554 ,198651 ,1 ,0.33784 ,1554 ,12 ,18648 
20 ,18889 ,377780 ,0 ,0.24444 ,3889 ,0 ,0 
11 ,15807 ,173875 ,1 ,0.36772 ,807 ,11 ,8877 
17 ,15761 ,267935 ,1 ,0.36956 ,761 ,17 ,12937 
19 ,18690 ,355118 ,0 ,0.25240 ,3690 ,0 ,0 
18 ,16493 ,296878 ,1 ,0.34028 ,1493 ,18 ,26874 
13 ,20587 ,267629 ,0 ,0.17652 ,5587 ,0 ,0 
12 ,21144 ,253732 ,0 ,0.15424 ,6144 ,0 ,0 
36 ,19718 ,709864 ,0 ,0.21128 ,4718 ,0 ,0 
17 ,15905 ,270392 ,1 ,0.36380 ,905 ,17 ,15385 
24 ,20283 ,486784 ,0 ,0.18868 ,5283 ,0 ,0 
16 ,16165 ,258644 ,1 ,0.35340 ,1165 ,16 ,18640 
20 ,22269 ,445389 ,0 ,0.10924 ,7269 ,0 ,0 
32 ,17148 ,548741 ,0 ,0.31408 ,2148 ,0 ,0 
12 ,16775 ,201298 ,0 ,0.32900 ,1775 ,0 ,0 
18 ,21285 ,383135 ,0 ,0.14860 ,6285 ,0 ,0 
23 ,19949 ,458820 ,0 ,0.20204 ,4949 ,0 ,0 
19 ,20034 ,380646 ,0 ,0.19864 ,5034 ,0 ,0 
31 ,17274 ,535483 ,1 ,0.30904 ,2274 ,31 ,70494 
24 ,17992 ,431798 ,1 ,0.28032 ,2992 ,24 ,71808 
11 ,19639 ,216024 ,0 ,0.21444 ,4639 ,0 ,0 
20 ,22072 ,441444 ,0 ,0.11712 ,7072 ,0 ,0 
16 ,20280 ,324481 ,0 ,0.18880 ,5280 ,0 ,0 
10 ,19869 ,198686 ,0 ,0.20524 ,4869 ,0 ,0 
18 ,16842 ,303158 ,1 ,0.32632 ,1842 ,18 ,33156 
33 ,18793 ,620168 ,0 ,0.24828 ,3793 ,0 ,0 
23 ,22032 ,506745 ,0 ,0.11872 ,7032 ,0 ,0 
42 ,20184 ,847714 ,0 ,0.19264 ,5184 ,0 ,0 
24 ,19736 ,473656 ,0 ,0.21056 ,4736 ,0 ,0 
28 ,17296 ,484300 ,0 ,0.30816 ,2296 ,0 ,0 
16 ,15916 ,254654 ,1 ,0.36336 ,916 ,16 ,14656 
16 ,20299 ,324778 ,0 ,0.18804 ,5299 ,0 ,0 
13 ,15444 ,200776 ,1 ,0.38224 ,444 ,13 ,5772 
15 ,15647 ,234701 ,0 ,0.37412 ,647 ,0 ,0 
10 ,16298 ,162976 ,1 ,0.34808 ,1298 ,10 ,12980 
24 ,20194 ,484656 ,0 ,0.19224 ,5194 ,0 ,0 
16 ,18906 ,302502 ,1 ,0.24376 ,3906 ,16 ,62496 
10 ,20499 ,204988 ,1 ,0.18004 ,5499 ,10 ,54990 
28 ,19066 ,533843 ,0 ,0.23736 ,4066 ,0 ,0 
21 ,20664 ,433936 ,0 ,0.17344 ,5664 ,0 ,0 
15 ,18117 ,271761 ,0 ,0.27532 ,3117 ,0 ,0 
10 ,16666 ,166656 ,1 ,0.33336 ,1666 ,10 ,16660 
16 ,22367 ,357869 ,0 ,0.10532 ,7367 ,0 ,0 
16 ,17270 ,276324 ,1 ,0.30920 ,2270 ,16 ,36320 
11 ,21182 ,233001 ,0 ,0.15272 ,6182 ,0 ,0 
11 ,19202 ,211221 ,0 ,0.23192 ,4202 ,0 ,0 
